amfi_code,scheme_name,fund_house,cagr_1yr_pct,cagr_3yr_pct,cagr_5yr_pct,sharpe_ratio_calculated,sortino_ratio,alpha_pct,beta,expense_ratio_pct,max_drawdown_pct,fund_score,tracking_error_nifty50_pct,tracking_error_nifty100_pct
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,50.55403533323788,28.193107333721336,,1.2229472146851277,1.2778445274111256,26.099782756229217,-0.03175144113890976,1.54,-15.012385498645333,69.68,19.31196218151438,19.118256851630818
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,7.9948406724375864,15.199091421256817,,0.9677516848309506,0.9932950480667999,21.97033935810535,-0.02615930751351341,0.66,-11.8034935027643,68.42,19.142791209304317,19.212721030300678
119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,83.61363849600771,28.07585983623553,,0.9533324621776287,0.9952214140400343,35.41679339675581,-0.02319606204405971,1.43,-28.706005721764555,70.84,27.803293056948224,28.388145413326672
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,10.359131773018927,0.18484664592763878,,-0.04910116945430198,-0.04864579193920025,5.003078919923376,0.06200180438267164,0.72,-52.574221170128496,27.03,28.0273404219026,27.71351379626376
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,5.170249383477787,5.5578076192641435,,-0.17572336328229415,-0.17650902308220498,5.781206396679561,-0.006413850728276476,0.77,-4.328728923970098,37.82,13.316665157240587,13.564645267040476
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,-2.3071536863186193,0.15935656456500524,,-0.18765046878624003,-0.1915897293451984,3.8183987881804216,-0.05826843143880891,1.55,-24.7344408806733,18.42,19.641644012403177,19.928360293890286
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,29.578878385516603,17.768267168939687,,0.7895427197023165,0.820442380366013,19.391187848276804,0.048820404259577385,0.92,-15.200013055606393,61.98,19.55888304402926,19.107208897596127
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,48.424262255810355,33.75958695571646,,1.1043517629506803,1.1335247477292634,31.233357440368593,0.005103525830528313,1.38,-16.21720857464485,76.84,22.97551098545287,22.869942052083108
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,16.19187380638667,12.564556862743114,,0.31160409740522227,0.31039922555460453,12.734183052115466,0.009054412621739139,0.78,-21.117279560132122,49.35,22.550130953132765,22.35920824296721
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,2.8512535322124943,4.771825169527744,,-0.5154378235861931,-0.5159184013047049,4.3744035921713165,0.0011582183155281417,0.56,-4.308263824636346,35.05,13.644549287362784,13.453514415585591
